car_park_no,update_datetime,capacity_H_lots,available_H_lots,capacity_C_lots,available_C_lots,capacity_Y_lots,available_Y_lots,capacity_L_lots,available_L_lots,capacity_S_lots,available_S_lots,capacity_M_lots,available_M_lots
HE12,2025-03-08T13:19:22,0,0,105,99,0,0,0,0,0,0,0,0
HLM,2025-03-08T13:19:36,0,0,583,110,0,0,0,0,0,0,0,0
RHM,2025-03-08T13:19:22,0,0,329,131,0,0,0,0,0,0,0,0
BM29,2025-03-08T13:19:22,0,0,97,0,0,0,0,0,0,0,0,0
Q81,2025-03-08T13:19:24,0,0,97,6,0,0,0,0,0,0,0,0
C20,2025-03-08T13:19:40,0,0,176,4,0,0,0,0,0,0,0,0
FR3M,2025-03-08T13:19:36,0,0,228,95,0,0,0,0,0,0,0,0
C32,2024-12-01T08:05:29,0,0,289,288,0,0,0,0,0,0,130,129
C6,2025-03-08T13:19:22,0,0,332,109,0,0,0,0,0,0,0,0
TG2,2025-03-08T13:19:48,0,0,273,128,0,0,0,0,0,0,0,0
BP1,2025-03-08T13:19:35,0,0,577,336,0,0,0,0,0,0,0,0
TG1,2025-03-08T13:19:45,0,0,133,96,0,0,0,0,0,0,0,0
TGM2,2025-03-08T13:19:48,0,0,189,142,0,0,0,0,0,0,0,0
TE14,2025-03-08T13:19:31,0,0,105,32,0,0,0,0,0,0,0,0
BM3,2025-03-08T13:19:33,0,0,5,0,0,0,0,0,0,0,0,0
BM9,2018-12-17T07:42:34,0,0,612,121,0,0,0,0,0,0,0,0
HG44,2025-03-08T13:19:51,0,0,155,0,0,0,0,0,0,0,0,0
HG64,2025-03-08T13:19:45,0,0,82,6,0,0,0,0,0,0,0,0
PM27,2025-03-08T13:19:05,0,0,326,180,0,0,0,0,0,0,0,0
PM28,2025-03-08T13:19:36,0,0,301,155,0,0,0,0,0,0,0,0
TM36,2025-03-08T13:18:23,0,0,225,123,0,0,0,0,0,0,0,0
TM37,2025-03-08T13:19:59,0,0,244,141,0,0,0,0,0,0,0,0
T50,2025-03-08T13:19:22,0,0,350,162,0,0,0,0,0,0,0,0
T51,2025-03-08T13:19:57,0,0,346,138,0,0,0,0,0,0,0,0
TM43,2025-03-08T13:19:40,0,0,247,139,0,0,0,0,0,0,0,0
T15,2025-03-08T13:19:53,0,0,30,2,0,0,0,0,0,0,0,0
T16,2025-03-08T13:19:54,0,0,109,50,0,0,0,0,0,0,0,0
T17,2025-03-08T13:19:52,0,0,228,43,0,0,0,0,0,0,0,0
T18,2025-03-08T13:19:56,0,0,81,0,0,0,0,0,0,0,0,0
B9,2025-03-08T13:19:43,0,0,213,145,0,0,0,0,0,0,0,0
B10,2025-03-08T13:19:53,0,0,516,267,0,0,0,0,0,0,0,0
B14,2018-10-29T09:18:49,0,0,208,61,0,0,0,0,0,0,0,0
WCB,2025-03-08T13:16:37,0,0,143,5,0,0,0,0,0,0,0,0
ACB,2025-03-08T13:19:23,0,0,93,17,0,0,0,0,0,0,0,0
CY,2025-03-08T13:19:23,0,0,28,0,0,0,0,0,0,0,0,0
AM46,2025-03-08T13:19:44,0,0,403,148,0,0,0,0,0,0,0,0
A12,2025-03-08T13:19:32,0,0,194,121,0,0,0,0,0,0,0,0
BE45,2025-03-08T13:19:27,0,0,363,168,0,0,0,0,0,0,0,0
BE39,2025-03-08T13:19:49,0,0,705,353,0,0,0,0,0,0,0,0
BE40,2019-06-18T10:58:35,0,0,339,201,0,0,0,0,0,0,0,0
Y79M,2025-03-08T13:19:48,0,0,453,296,0,0,0,0,0,0,0,0
CR29,2025-03-08T13:17:15,0,0,56,0,0,0,0,0,0,0,0,0
KLM,2025-03-08T13:19:04,0,0,345,190,0,0,0,0,0,0,0,0
SE34,2025-03-08T13:19:25,0,0,270,131,0,0,0,0,0,0,0,0
KB7,2025-03-08T13:18:57,0,0,65,0,0,0,0,0,0,0,0,0
SE31,2025-03-08T13:19:44,0,0,187,74,0,0,0,0,0,0,0,0
J56,2025-03-08T13:18:45,0,0,15,0,0,0,0,0,0,0,0,0
J57,2025-03-08T13:19:23,0,0,362,20,0,0,0,0,0,0,0,0
J57L,2025-03-08T13:19:23,0,0,13,0,0,0,0,0,0,0,0,0
J33,2025-03-08T13:19:19,0,0,129,68,0,0,0,0,0,0,0,0
J34,2025-03-08T13:19:06,0,0,123,76,0,0,0,0,0,0,0,0
BL8,2025-03-08T13:19:22,0,0,679,161,0,0,0,0,0,0,0,0
J36,2025-03-08T13:18:16,0,0,482,192,0,0,0,0,0,0,0,0
J54,2025-03-08T13:19:54,0,0,226,36,0,0,0,0,0,0,0,0
J55,2025-03-08T13:17:50,0,0,136,47,0,0,0,0,0,0,0,0
J43,2025-03-08T08:51:28,0,0,190,79,0,0,0,0,0,0,0,0
J46,2025-03-08T13:18:53,0,0,63,5,0,0,0,0,0,0,0,0
KB1,2025-03-08T13:19:37,0,0,239,66,0,0,0,0,0,0,0,0
GBM,2025-03-08T13:19:36,0,0,677,463,0,0,0,0,0,0,0,0
SE14,2025-03-08T13:19:24,0,0,187,82,0,0,0,0,0,0,0,0
SE50,2025-03-08T13:19:24,0,0,591,433,0,0,0,0,0,0,0,0
J40,2025-03-08T13:18:52,0,0,206,69,0,0,0,0,0,0,0,0
JM1,2025-03-08T13:19:19,0,0,268,181,0,0,0,0,0,0,0,0
J32,2025-03-08T13:19:19,0,0,199,99,0,0,0,0,0,0,0,0
A11,2025-03-08T13:19:45,0,0,410,209,0,0,0,0,0,0,0,0
TR1,2025-03-08T13:18:36,0,0,391,198,0,0,0,0,0,0,0,0
JBM,2025-03-08T13:19:39,0,0,328,242,0,0,0,0,0,0,43,24
TE2,2025-03-08T13:19:34,0,0,213,149,0,0,0,0,0,0,44,23
CR31,2025-03-08T13:19:31,0,0,87,2,0,0,0,0,0,0,0,0
J1,2025-03-08T13:18:51,0,0,368,204,0,0,0,0,0,0,0,0
J2,2025-03-08T13:18:43,0,0,200,136,0,0,0,0,0,0,0,0
J3,2025-03-08T13:18:36,0,0,308,200,0,0,0,0,0,0,0,0
T37,2025-03-08T13:19:57,0,0,1163,639,0,0,0,0,0,0,0,0
KB3,2025-03-08T13:19:15,0,0,149,41,0,0,0,0,0,0,0,0
KBM,2025-03-08T13:19:23,0,0,239,163,0,0,0,0,0,0,0,0
J4,2025-03-08T13:19:32,0,0,172,69,0,0,0,0,0,0,0,0
TGM1,2025-03-08T13:19:32,0,0,388,264,0,0,0,0,0,0,127,52
TG3,2025-03-08T13:19:31,0,0,208,131,0,0,0,0,0,0,0,0
TG6,2025-03-08T13:19:32,0,0,176,97,0,0,0,0,0,0,0,0
TG7,2025-03-08T13:19:32,0,0,362,144,0,0,0,0,0,0,0,0
CR30,2025-03-08T13:19:12,0,0,54,12,0,0,0,0,0,0,0,0
RCM,2025-03-08T13:19:12,0,0,151,21,0,0,0,0,0,0,0,0
EPM,2025-03-08T13:19:41,0,0,286,80,0,0,0,0,0,0,87,27
TGM3,2025-03-08T13:19:45,0,0,553,338,0,0,0,0,0,0,0,0
KB14,2025-03-08T13:19:25,0,0,58,0,0,0,0,0,0,0,0,0
J41,2025-03-08T13:18:55,0,0,350,171,0,0,0,0,0,0,0,0
JBM2,2025-03-08T13:19:34,0,0,144,70,0,0,0,0,0,0,68,30
J39,2025-03-08T13:19:26,0,0,250,115,0,0,0,0,0,0,0,0
J52,2025-03-08T13:19:56,0,0,626,326,0,0,0,0,0,0,0,0
J51,2025-03-08T13:19:27,0,0,655,441,0,0,0,0,0,0,0,0
J53,2025-03-08T13:19:23,0,0,215,77,0,0,0,0,0,0,0,0
T19,2025-03-08T13:18:45,0,0,881,474,0,0,0,0,0,0,0,0
J49,2025-03-08T13:19:34,0,0,922,695,0,0,0,0,0,0,0,0
J27,2025-03-08T13:19:13,0,0,291,131,0,0,0,0,0,0,0,0
TB14,2025-03-08T13:19:43,0,0,43,0,0,0,0,0,0,0,11,5
U19,2025-03-08T13:18:58,0,0,501,142,0,0,0,0,0,0,0,0
U6,2025-03-08T13:18:43,0,0,95,0,0,0,0,0,0,0,0,0
U45,2025-03-08T13:18:58,0,0,159,75,0,0,0,0,0,0,0,0
BBM7,2025-03-08T13:18:11,0,0,175,128,0,0,0,0,0,0,0,0
BE12,2025-03-08T13:19:36,0,0,459,49,0,0,0,0,0,0,0,0
HG41,2025-03-08T13:20:12,0,0,461,261,0,0,0,0,0,0,0,0
HG43,2025-03-08T13:19:59,0,0,487,294,0,0,0,0,0,0,0,0
MN1,2025-03-08T13:18:56,0,0,257,130,0,0,0,0,0,0,0,0
MNRM,2025-03-08T13:18:57,0,0,355,228,0,0,0,0,0,0,0,0
MN2,2025-03-08T13:19:27,0,0,303,158,0,0,0,0,0,0,0,0
C7,2025-03-08T13:19:24,0,0,30,0,0,0,0,0,0,0,0,0
C17,2025-03-08T13:16:42,1,0,46,0,20,7,0,0,0,0,0,0
C20M,2025-03-08T13:19:35,0,0,550,391,0,0,0,0,0,0,123,78
T41,2025-03-08T13:19:58,0,0,202,6,0,0,0,0,0,0,0,0
T42,2025-03-08T13:19:53,0,0,86,0,0,0,0,0,0,0,0,0
TM42,2025-03-08T13:19:53,0,0,261,158,0,0,0,0,0,0,0,0
J48,2025-03-08T13:19:54,0,0,745,419,0,0,0,0,0,0,0,0
BH1,2025-03-08T13:19:12,0,0,57,27,0,0,0,0,0,0,0,0
BH2,2025-03-08T13:19:14,0,0,47,26,0,0,0,0,0,0,0,0
BKE7,2025-03-08T13:15:43,0,0,168,119,0,0,0,0,0,0,0,0
BR5,2025-03-08T13:18:46,0,0,152,52,0,0,0,0,0,0,0,0
BRM3,2025-03-08T13:19:17,0,0,406,276,0,0,0,0,0,0,0,0
BRM4,2025-03-08T13:19:21,0,0,176,62,0,0,0,0,0,0,0,0
M16,2025-03-08T13:18:48,0,0,124,51,0,0,0,0,0,0,0,0
M20,2025-03-08T13:17:10,0,0,36,3,0,0,0,0,0,0,0,0
M35,2025-03-08T13:18:35,0,0,91,39,0,0,0,0,0,0,0,0
M36,2025-03-08T13:16:00,0,0,17,0,0,0,0,0,0,0,0,0
M37,2025-03-08T13:19:36,0,0,35,14,0,0,0,0,0,0,0,0
M38,2025-03-08T13:19:07,0,0,39,10,0,0,0,0,0,0,0,0
MM3,2025-03-08T13:18:15,0,0,222,153,0,0,0,0,0,0,0,0
MP12,2025-03-08T13:19:12,0,0,220,78,0,0,0,0,0,0,0,0
MP13,2025-03-08T13:19:16,0,0,396,166,0,0,0,0,0,0,0,0
MP1M,2025-03-08T13:19:16,0,0,522,364,0,0,0,0,0,0,0,0
PP1,2025-03-08T13:18:56,0,0,257,124,0,0,0,0,0,0,0,0
PP2,2025-03-08T13:19:46,0,0,192,94,0,0,0,0,0,0,0,0
PP3,2025-03-08T13:15:06,0,0,345,146,0,0,0,0,0,0,0,0
PP4,2025-03-08T10:20:54,0,0,166,45,0,0,0,0,0,0,0,0
PP5,2025-03-08T13:19:21,0,0,346,179,0,0,0,0,0,0,0,0
TP10,2025-03-08T13:17:44,0,0,83,42,0,0,0,0,0,0,0,0
TP14,2025-03-08T13:17:50,0,0,53,18,0,0,0,0,0,0,0,0
TP16,2025-03-08T13:18:56,0,0,668,287,0,0,0,0,0,0,0,0
TP17,2025-03-08T13:18:48,0,0,119,19,0,0,0,0,0,0,0,0
TP18,2025-03-08T13:18:54,0,0,383,98,0,0,0,0,0,0,0,0
TP2,2025-03-08T13:18:59,0,0,77,0,0,0,0,0,0,0,0,0
TPMG,2025-03-08T13:18:57,0,0,116,44,0,0,0,0,0,0,0,0
TP36,2025-03-08T13:18:54,0,0,250,82,0,0,0,0,0,0,0,0
TPM4,2025-03-08T13:18:59,0,0,343,189,0,0,0,0,0,0,0,0
TPM5,2025-03-08T13:18:59,0,0,342,244,0,0,0,0,0,0,0,0
TPM6,2025-03-08T13:18:54,0,0,358,221,0,0,0,0,0,0,0,0
TP27,2025-03-08T13:18:57,0,0,233,21,0,0,0,0,0,0,0,0
TPMN,2025-03-08T13:18:58,0,0,815,550,0,0,0,0,0,0,0,0
TPMP,2025-03-08T13:18:52,0,0,808,439,0,0,0,0,0,0,0,0
WDB1,2025-03-08T13:17:33,0,0,75,33,0,0,0,0,0,0,0,0
Y23,2025-03-08T13:19:39,0,0,823,474,0,0,0,0,0,0,0,0
Y24,2025-03-08T13:19:40,0,0,181,82,0,0,0,0,0,0,0,0
Y56,2025-03-08T13:19:21,0,0,45,8,0,0,0,0,0,0,0,0
BBM1,2025-03-08T13:19:08,0,0,406,292,0,0,0,0,0,0,0,0
BBM8,2025-03-08T13:19:17,0,0,329,193,0,0,0,0,0,0,0,0
BJ10,2025-03-08T13:19:28,0,0,310,161,0,0,0,0,0,0,0,0
BJ11,2025-03-08T13:19:03,0,0,100,39,0,0,0,0,0,0,0,0
BJ12,2025-03-08T13:19:50,0,0,550,302,0,0,0,0,0,0,0,0
BJ17,2025-03-08T13:19:58,0,0,172,125,0,0,0,0,0,0,0,0
BJ18,2025-03-08T13:19:08,0,0,324,200,0,0,0,0,0,0,0,0
BJ28,2025-03-08T13:18:57,0,0,669,471,0,0,0,0,0,0,0,0
BJ3,2025-03-08T13:20:19,0,0,1054,523,0,0,0,0,0,0,0,0
BJ33,2025-03-08T13:19:28,0,0,366,293,0,0,0,0,0,0,0,0
BJ42,2025-03-08T13:17:53,0,0,450,231,0,0,0,0,0,0,0,0
BJ45,2025-03-08T13:18:30,0,0,232,143,0,0,0,0,0,0,0,0
SK44,2025-03-08T13:15:10,10,0,418,272,124,109,0,0,0,0,0,0
U48,2025-03-08T12:05:47,0,0,93,62,0,0,0,0,0,0,0,0
U5,2025-03-08T13:18:55,0,0,101,60,0,0,0,0,0,0,0,0
JM14,2025-03-08T13:19:47,0,0,493,344,0,0,0,0,0,0,0,0
JM12,2025-03-08T13:19:41,0,0,468,324,0,0,0,0,0,0,0,0
W39,2025-03-08T13:19:37,0,0,210,65,0,0,0,0,0,0,0,0
PL67,2025-03-08T13:19:06,0,0,735,477,0,0,0,0,0,0,0,0
SK40,2025-03-08T13:15:09,10,0,514,434,81,66,0,0,0,0,0,0
U9,2025-03-08T13:18:54,0,0,400,113,0,0,0,0,0,0,0,0
U26,2025-03-08T13:18:36,0,0,595,268,0,0,0,0,0,0,0,0
U25,2025-03-08T13:17:12,0,0,625,331,0,0,0,0,0,0,0,0
U24T,2025-03-08T13:19:48,0,0,46,30,0,0,0,0,0,0,0,0
U24,2025-03-08T13:18:55,0,0,364,175,0,0,0,0,0,0,0,0
U23,2025-03-08T13:19:43,0,0,713,426,0,0,0,0,0,0,0,0
U22,2025-03-08T13:19:25,0,0,495,271,0,0,0,0,0,0,0,0
U21,2025-03-08T13:18:16,0,0,313,184,0,0,0,0,0,0,0,0
U2,2025-03-08T13:19:35,0,0,1109,643,0,0,0,0,0,0,0,0
J45,2025-03-08T13:19:05,0,0,239,87,0,0,0,0,0,0,0,0
TM25,2025-03-08T13:20:11,0,0,128,45,0,0,0,0,0,0,0,0
TM26,2025-03-08T13:20:17,0,0,124,55,0,0,0,0,0,0,0,0
TM27,2025-03-08T13:19:55,0,0,239,196,0,0,0,0,0,0,0,0
J37,2025-03-08T13:19:23,0,0,269,136,0,0,0,0,0,0,0,0
BM1,2025-03-08T13:19:32,0,0,60,0,0,0,0,0,0,0,0,0
BM2,2025-03-08T13:19:32,0,0,53,0,0,0,0,0,0,0,0,0
BM26,2025-03-08T13:19:51,0,0,460,223,0,0,0,0,0,0,0,0
BWM,2025-03-08T13:19:21,0,0,220,86,0,0,0,0,0,0,0,0
TBMT,2025-03-08T13:14:08,50,0,150,28,70,59,0,0,0,0,0,0
TPM,2025-03-08T13:19:32,0,0,384,56,0,0,0,0,0,0,0,0
U29,2025-03-08T13:19:44,0,0,338,265,0,0,0,0,0,0,0,0
U27,2025-03-08T13:20:00,0,0,20,0,0,0,0,0,0,0,0,0
U18,2025-03-08T13:19:44,0,0,312,113,0,0,0,0,0,0,0,0
U30,2025-03-08T13:19:48,0,0,143,93,0,0,0,0,0,0,0,0
SK48,2025-03-08T13:18:46,50,50,471,393,0,0,0,0,0,0,0,0
TE25,2025-03-08T13:19:24,0,0,298,109,0,0,0,0,0,0,0,0
TE3,2025-03-08T13:19:35,0,0,19,0,0,0,0,0,0,0,102,66
TE4,2025-03-08T13:19:39,0,0,30,2,0,0,0,0,0,0,16,0
U28,2025-03-08T13:19:39,0,0,15,1,0,0,0,0,0,0,0,0
A15,2025-03-08T13:19:45,0,0,59,0,0,0,0,0,0,0,0,0
BM28,2025-03-08T13:18:36,50,50,51,43,40,30,0,0,0,0,0,0
BM30,2025-03-08T13:18:39,50,50,44,44,40,40,0,0,0,0,0,0
BTM,2025-03-08T13:15:20,124,50,284,163,124,40,0,0,0,0,0,0
BTM2,2025-03-08T13:17:16,50,50,496,355,67,40,0,0,0,0,0,0
SAM2,2025-03-08T13:17:12,50,50,334,86,122,97,0,0,0,0,0,0
TBM2,2025-03-08T13:18:35,50,50,243,164,72,40,0,0,0,0,0,0
TJ34,2025-03-08T13:20:01,0,0,350,267,0,0,0,0,0,0,0,0
U31,2025-03-08T13:19:37,0,0,348,235,0,0,0,0,0,0,0,0
BL13,2025-03-08T13:19:56,0,0,413,281,0,0,0,0,0,0,0,0
HG10,2025-03-08T13:19:56,0,0,248,28,0,0,0,0,0,0,0,0
W3,2018-12-20T03:59:43,0,0,1000,217,0,0,0,0,0,0,0,0
BJ65,2025-03-08T13:19:52,0,0,224,111,0,0,0,0,0,0,0,0
CK19,2025-03-08T13:20:00,0,0,70,24,0,0,0,0,0,0,0,0
CK4,2025-03-08T13:19:50,0,0,10,1,0,0,0,0,0,0,0,0
CK42,2025-03-08T13:19:59,0,0,453,222,0,0,0,0,0,0,0,0
CK7,2025-03-08T13:19:47,0,0,298,214,0,0,0,0,0,0,0,0
TW1,2025-03-08T13:19:38,0,0,108,41,0,0,0,0,0,0,0,0
TW2,2025-03-08T13:19:49,0,0,355,163,0,0,0,0,0,0,0,0
TW3,2025-03-08T13:20:06,0,0,338,151,0,0,0,0,0,0,0,0
SK49,2025-03-08T13:14:46,10,10,483,388,120,99,0,0,0,0,0,0
B16,2025-03-08T13:19:59,0,0,364,130,0,0,0,0,0,0,0,0
B17,2025-03-08T13:19:57,0,0,385,106,0,0,0,0,0,0,0,0
B20,2025-03-08T13:19:06,0,0,385,171,0,0,0,0,0,0,0,0
B42,2025-03-08T13:19:21,0,0,123,25,0,0,0,0,0,0,0,0
B45,2025-03-08T13:19:49,0,0,67,0,0,0,0,0,0,0,0,0
B6,2025-03-08T13:20:02,0,0,516,206,0,0,0,0,0,0,0,0
B63,2025-03-08T13:19:51,0,0,99,0,0,0,0,0,0,0,0,0
B65,2025-03-08T13:20:55,0,0,743,348,0,0,0,0,0,0,0,0
B7,2025-03-08T13:19:58,0,0,86,0,0,0,0,0,0,0,0,0
B70,2025-03-08T13:19:47,0,0,41,19,0,0,0,0,0,0,0,0
B71,2025-03-08T13:19:43,0,0,249,154,0,0,0,0,0,0,0,0
B7A,2025-03-08T13:19:26,0,0,129,16,0,0,0,0,0,0,0,0
B8,2025-03-08T13:19:47,0,0,113,37,0,0,0,0,0,0,0,0
B80,2025-03-08T13:19:57,0,0,250,197,0,0,0,0,0,0,0,0
B84,2025-03-08T13:19:26,0,0,555,501,0,0,0,0,0,0,0,0
B90,2015-03-03T05:02:19,0,0,75,75,0,0,0,0,0,0,0,0
SK48,2025-03-08T13:16:46,0,0,0,0,103,79,0,0,0,0,0,0
CC5,2025-03-08T13:19:36,0,0,104,42,0,0,0,0,0,0,0,0
CC6,2025-03-08T13:19:43,0,0,41,12,0,0,0,0,0,0,0,0
B30,2025-03-08T13:19:37,0,0,353,187,0,0,0,0,0,0,0,0
B31,2025-03-08T13:19:40,0,0,415,244,0,0,0,0,0,0,0,0
TJ28,2025-03-08T13:20:02,0,0,755,563,0,0,0,0,0,0,0,0
TJ31,2025-03-08T13:19:50,0,0,833,547,0,0,0,0,0,0,0,0
TJ37,2019-12-01T08:28:01,0,0,384,384,0,0,0,0,0,0,0,0
AM16,2025-03-08T13:19:22,0,0,115,84,0,0,0,0,0,0,0,0
AM32,2025-03-08T13:19:34,0,0,91,40,0,0,0,0,0,0,0,0
BJ2,2025-03-08T13:19:47,0,0,475,274,0,0,0,0,0,0,0,0
CK48,2025-03-08T13:19:38,0,0,287,167,0,0,0,0,0,0,0,0
BE8,2025-03-08T13:19:56,0,0,544,277,0,0,0,0,0,0,0,0
SE11,2025-03-08T13:19:30,0,0,198,0,0,0,0,0,0,0,0,0
SE20,2025-03-08T13:19:48,0,0,548,171,0,0,0,0,0,0,0,0
SE21,2025-03-08T13:19:48,0,0,26,2,0,0,0,0,0,0,0,0
SE22,2025-03-08T13:19:48,0,0,19,0,0,0,0,0,0,0,0,0
SE23,2025-03-08T13:19:50,0,0,185,85,0,0,0,0,0,0,0,0
SE24,2025-03-08T13:19:59,0,0,180,0,0,0,0,0,0,0,0,0
SE53,2025-03-08T10:20:59,0,0,309,239,0,0,0,0,0,0,0,0
SK50,2025-03-08T13:18:45,10,0,471,387,89,65,0,0,0,0,0,0
FR4M,2025-03-08T13:12:51,50,0,88,26,23,18,0,0,0,0,0,0
BJ31,2025-03-08T13:19:58,0,0,88,41,0,0,0,0,0,0,0,0
BJ32,2025-03-08T13:19:58,0,0,484,353,0,0,0,0,0,0,0,0
BJ34,2025-03-08T13:20:04,0,0,140,79,0,0,0,0,0,0,0,0
BJ35,2025-03-08T13:19:45,0,0,140,81,0,0,0,0,0,0,0,0
BJ36,2025-03-08T13:19:51,0,0,140,84,0,0,0,0,0,0,0,0
BJ37,2025-03-08T13:19:44,0,0,512,363,0,0,0,0,0,0,0,0
TP31,2025-03-08T13:19:28,0,0,50,0,0,0,0,0,0,0,0,0
BJ38,2025-03-08T13:19:57,0,0,216,149,0,0,0,0,0,0,0,0
BJ39,2025-03-08T13:19:42,0,0,550,432,0,0,0,0,0,0,0,0
BJ40,2025-03-08T13:19:43,0,0,585,360,0,0,0,0,0,0,0,0
CK38,2025-03-08T13:20:01,0,0,344,210,0,0,0,0,0,0,0,0
A38,2025-03-08T13:19:33,0,0,938,439,0,0,0,0,0,0,0,0
A43,2025-03-08T13:18:33,0,0,141,36,0,0,0,0,0,0,0,0
CK8,2025-03-08T13:19:46,0,0,750,418,0,0,0,0,0,0,0,0
CK8A,2025-03-08T13:19:53,0,0,373,305,0,0,0,0,0,0,0,0
CK39,2025-03-08T13:19:55,0,0,371,188,0,0,0,0,0,0,0,0
CK41,2025-03-08T13:20:04,0,0,444,279,0,0,0,0,0,0,0,0
CK46,2025-03-08T13:19:41,0,0,673,424,0,0,0,0,0,0,0,0
CK47,2020-11-03T08:46:36,0,0,695,533,0,0,0,0,0,0,0,0
SE32,2025-03-08T13:19:56,0,0,396,163,0,0,0,0,0,0,0,0
SE33,2025-03-08T13:19:42,0,0,302,148,0,0,0,0,0,0,0,0
SE39,2025-03-08T13:19:42,0,0,198,97,0,0,0,0,0,0,0,0
BJ43,2025-03-08T13:19:41,0,0,1004,780,0,0,0,0,0,0,0,0
CK22,2025-03-08T13:19:43,0,0,378,208,0,0,0,0,0,0,0,0
CK36,2025-03-08T13:19:43,0,0,420,253,0,0,0,0,0,0,0,0
CK37,2025-03-08T13:20:04,0,0,306,179,0,0,0,0,0,0,0,0
A25,2025-03-08T13:19:56,0,0,543,295,0,0,0,0,0,0,0,0
A81,2025-03-08T13:19:19,0,0,118,46,0,0,0,0,0,0,0,0
A82,2025-03-08T13:19:19,0,0,201,117,0,0,0,0,0,0,0,0
A9,2025-03-08T13:19:25,0,0,146,35,0,0,0,0,0,0,0,0
A98,2025-03-08T13:17:37,0,0,108,65,0,0,0,0,0,0,0,0
BJ55,2025-03-08T13:19:56,0,0,873,644,0,0,0,0,0,0,0,0
BJ56,2025-03-08T13:20:03,0,0,554,369,0,0,0,0,0,0,0,0
CK44,2025-03-08T13:20:06,0,0,285,200,0,0,0,0,0,0,0,0
CK45,2025-03-08T13:19:38,0,0,220,85,0,0,0,0,0,0,0,0
SE35,2025-03-08T13:19:15,0,0,217,59,0,0,0,0,0,0,0,0
SE38,2025-03-08T13:19:15,0,0,442,327,0,0,0,0,0,0,0,0
SE40,2025-03-08T13:19:39,0,0,407,253,0,0,0,0,0,0,0,0
BJ30,2025-03-08T13:19:54,0,0,611,466,0,0,0,0,0,0,0,0
CK16,2025-03-08T13:19:59,0,0,320,187,0,0,0,0,0,0,0,0
CK49,2025-03-08T13:19:38,0,0,767,501,0,0,0,0,0,0,0,0
CK50,2021-02-22T09:02:22,0,0,374,248,0,0,0,0,0,0,0,0
CKT1,2025-03-08T13:19:48,0,0,104,47,0,0,0,0,0,0,0,0
CK51,2025-03-08T13:19:38,0,0,318,200,0,0,0,0,0,0,0,0
CK12,2025-03-08T13:20:02,0,0,218,120,0,0,0,0,0,0,0,0
CK13,2025-03-08T13:19:54,0,0,326,186,0,0,0,0,0,0,0,0
CK17,2025-03-08T13:20:02,0,0,185,70,0,0,0,0,0,0,0,0
CK30,2025-03-08T13:20:01,0,0,136,55,0,0,0,0,0,0,0,0
CK31,2025-03-08T13:20:02,0,0,290,179,0,0,0,0,0,0,0,0
BJ41,2025-03-08T13:20:03,0,0,389,255,0,0,0,0,0,0,0,0
CK20,2025-03-08T13:19:46,0,0,931,564,0,0,0,0,0,0,0,0
CK23,2021-07-06T09:42:53,0,0,232,143,0,0,0,0,0,0,0,0
CK34,2025-03-08T13:19:59,0,0,318,165,0,0,0,0,0,0,0,0
CKM1,2021-07-06T09:42:54,0,0,669,573,0,0,0,0,0,0,0,0
BJ1,2025-03-08T13:20:05,0,0,494,288,0,0,0,0,0,0,0,0
BJ48,2025-03-08T13:19:59,0,0,672,448,0,0,0,0,0,0,0,0
CK33,2025-03-08T13:19:54,0,0,235,137,0,0,0,0,0,0,0,0
A37,2025-03-08T13:19:44,0,0,193,0,0,0,0,0,0,0,0,0
A39,2025-03-08T13:19:33,0,0,200,92,0,0,0,0,0,0,0,0
A68,2025-03-08T13:19:43,0,0,158,47,0,0,0,0,0,0,0,0
A70,2025-03-08T13:19:46,0,0,134,21,0,0,0,0,0,0,0,0
A71,2025-03-08T13:19:46,0,0,185,10,0,0,0,0,0,0,0,0
CK40,2025-03-08T13:20:03,0,0,500,345,0,0,0,0,0,0,0,0
A40,2025-03-08T13:19:49,0,0,520,354,0,0,0,0,0,0,0,0
A66,2025-03-08T13:19:45,0,0,149,68,0,0,0,0,0,0,0,0
A69,2025-03-08T13:19:13,0,0,476,359,0,0,0,0,0,0,0,0
A30,2025-03-08T13:19:30,0,0,12,0,0,0,0,0,0,0,0,0
AM80,2025-03-08T13:19:30,0,0,191,112,0,0,0,0,0,0,0,0
AM81,2025-03-08T13:19:30,0,0,215,150,0,0,0,0,0,0,0,0
CC7,2025-03-08T13:19:18,0,0,220,125,0,0,0,0,0,0,0,0
B88,2025-03-08T13:19:59,0,0,385,213,0,0,0,0,0,0,0,0
H87L,2025-03-08T13:19:43,0,0,500,472,0,0,0,0,0,0,0,0
B66,2025-03-08T13:18:46,0,0,585,388,0,0,0,0,0,0,0,0
B53,2025-03-08T13:19:22,0,0,197,85,0,0,0,0,0,0,0,0
B52,2025-03-08T13:19:35,0,0,300,161,0,0,0,0,0,0,0,0
B51,2025-03-08T13:18:50,0,0,322,200,0,0,0,0,0,0,0,0
NT6L,2025-03-08T13:19:39,0,0,6,1,0,0,0,0,0,0,0,0
TWM6,2025-03-08T13:19:34,0,0,224,139,0,0,0,0,0,0,0,0
B35,2025-03-08T13:19:03,0,0,197,101,0,0,0,0,0,0,0,0
B34,2025-03-08T13:19:33,0,0,274,177,0,0,0,0,0,0,0,0
